run_name,Learning Rate,Loss/average,Loss/batch,Rules/anyvalid,Rules/anyvalid_cnt,Rules/c2,Rules/c2_cnt,Rules/c3,Rules/c3_cnt,full_name,step,step/epoch,Learning Rate_std,Loss/average_std,Loss/batch_std,Rules/anyvalid_std,Rules/anyvalid_cnt_std,Rules/c2_std,Rules/c2_cnt_std,Rules/c3_std,Rules/c3_cnt_std
BaseBlnrX3_new_stream0_16M,0.00019999999494757503,0.6762307584285736,0.6572702646255493,0.6419596433639526,3944.2,0.234912109375,481.1,0.23251953125,476.2,BaseBlnrX3_new_stream0_16M_RAVEN10_abstract_20240921-2218/tensorboard_logs,999999,977500,0.0,6.733493101041306e-06,0.04414010831021631,0.008416730089972091,51.71245283080065,0.008449288127941781,17.30414208602477,0.009209421038935933,18.86089428774079
BaseBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6837207973003387,0.6636446416378021,0.6470865905284882,3975.7,0.233837890625,478.9,0.25908203125,530.6,BaseBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240921-2218/tensorboard_logs,999999,977500,0.0,6.503510472511262e-06,0.05886150226685925,0.0070538099441096085,43.33858942482247,0.012915528770285399,26.451002921544497,0.012320866788066827,25.23313518196086
BigBlnrX3_new_stream0_016M,0.00019999999494757503,0.34834761917591095,0.2504622429609299,0.5567545592784882,3420.7,0.14775390625,302.6,0.0548828125,112.4,BigBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0104/tensorboard_logs,999999,977500,0.0,2.4028165421500883e-05,0.06123350793033314,0.0032188680627550344,19.776810213535953,0.008132159347438215,16.654662343553465,0.00553481149807538,11.335293948058379
BigBlnrX3_new_stream0_016M_heldout0,0.00019999999494757503,0.33010314404964447,0.23769271671772002,0.5659342408180237,3477.1,0.152783203125,312.9,0.0796875,163.2,BigBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0104/tensorboard_logs,999999,977500,0.0,2.431161375386126e-05,0.048325190598493314,0.00781869718859754,48.03806361163571,0.007470862692331845,15.300326793895618,0.005303093055254737,10.8607345771617
BigBlnrX3_new_stream0_16M,0.00019999999494757503,0.62017462849617,0.5572519421577453,0.7229492127895355,4441.8,0.222705078125,456.1,0.458154296875,938.3,BigBlnrX3_new_stream0_16M_RAVEN10_abstract_20240828-1332/tensorboard_logs,999999,977500,0.0,8.588358509619091e-06,0.06536356972116236,0.006535143662437034,40.15193367420496,0.010865888342257948,22.253339324944278,0.01115366152794103,22.84269880922323
BigBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6253714680671691,0.5774047046899795,0.7042154908180237,4326.7,0.237646484375,486.7,0.4099609375,839.6,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2308/tensorboard_logs,999999,977500,0.0,9.879270837744155e-06,0.05665699455926154,0.00777020131705411,47.74015314410107,0.005949332955490779,12.184233892845116,0.008457905775767554,17.32179102877195
BigBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6240389287471771,0.5743508160114288,0.6994466066360474,4297.4,0.241748046875,495.1,0.408447265625,836.5,BigBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,1.0243387650255588e-05,0.05764434401688551,0.009656268931094855,59.32808965593109,0.0067754094236691115,13.87603849967434,0.014232465489155806,29.14808932179109
BigBlnrX3_new_stream0_48M,0.00019999999494757503,0.6285492479801178,0.5880359411239624,0.7424804747104645,4561.8,0.14990234375,307.0,0.58232421875,1192.6,BigBlnrX3_new_stream0_48M_RAVEN10_abstract_20240828-1332/tensorboard_logs,999999,977500,0.0,3.5857862349332307e-06,0.06268347495569168,0.006445339590754301,39.60022446625508,0.005628781401624537,11.527744310527051,0.006608153093725406,13.533497535949632
BigBlnrX3_new_stream0_48M_heldout0,0.00019999999494757503,0.6363868594169617,0.5957813382148742,0.7301106810569763,4485.8,0.13388671875,274.2,0.58125,1190.4,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,3.781000125003939e-06,0.03182659966149886,0.009326802629627371,57.30386839763381,0.007171808335292927,14.687863470679915,0.009563334509644599,19.58570907575214
BigBlnrX3_new_stream0_48M_heldout0,0.00019999999494757503,0.6361518919467926,0.5955688297748566,0.7306803345680237,4489.3,0.131640625,269.6,0.58154296875,1191.0,BigBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2314/tensorboard_logs,999999,977500,0.0,4.3287227802664924e-06,0.031784863878024816,0.00830912708082083,51.051281407358914,0.003927891439843319,8.044321668799117,0.010221561502674188,20.933757957476736
BigBlnrX3_new_stream16M,0.00019999999494757503,0.6291754424571991,0.5826476961374283,0.7465169250965118,4586.6,0.14189453125,290.6,0.588037109375,1204.3,BigBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0237/tensorboard_logs,999999,977500,0.0,3.7408266344969768e-06,0.06422138732859047,0.008485490847378142,52.13486783760407,0.009245020903848017,18.93380281108074,0.010988558319163072,22.50456743764597
BigBlnrX3_new_stream16M_heldout0,0.00019999999494757503,0.6373814761638641,0.6189965903759003,0.7260416626930237,4460.8,0.13642578125,279.4,0.571630859375,1170.7,BigBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,3.6747121549668923e-06,0.05301085366997835,0.008222146427315957,50.51688386624371,0.0070766162812902,14.49291014408233,0.008547789077494568,17.505872030708876
BigBlnrX3_new_stream1_6M,0.00019999999494757503,0.6291034340858459,0.5862670421600342,0.7433431029319764,4567.1,0.14091796875,288.6,0.590771484375,1209.9,BigBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1903/tensorboard_logs,999999,977500,0.0,4.000355421074712e-06,0.06678729733781825,0.01126499134799097,69.2121537175531,0.004307466035240236,8.821690440172004,0.011047224649270194,22.62471608170536
BigBlnrX3_new_stream1_6M_heldout0,0.00019999999494757503,0.6376623809337616,0.6065062761306763,0.7259277403354645,4460.1,0.135205078125,276.9,0.574267578125,1176.1,BigBlnrX3_new_stream1_6M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,4.164867889452277e-06,0.06957981226185071,0.008285851863739245,50.90830536911994,0.0077390823852467065,15.849640724985255,0.010412724066708992,21.325258888620017
BigBlnrX3_new_stream4_8M,0.00019999999494757503,0.6283218383789062,0.5902694135904312,0.742919921875,4564.5,0.140478515625,287.7,0.58779296875,1203.8,BigBlnrX3_new_stream4_8M_RAVEN10_abstract_20240705-1903/tensorboard_logs,999999,977500,0.0,3.433328718320924e-06,0.07021903312030386,0.008457021744061035,51.959920451568564,0.005873148236282597,12.028207587906758,0.011595580288712937,23.747748431284094
BigBlnrX3_new_stream4_8M_heldout0,0.00019999999494757503,0.6364954233169555,0.6177118837833404,0.7253092467784882,4456.3,0.13232421875,271.0,0.5775390625,1182.8,BigBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240708-2052/tensorboard_logs,999999,977500,0.0,3.7462835072397277e-06,0.03862035506751537,0.007177491460076461,44.09850085635313,0.006989228695828087,14.313940369055922,0.0076403837956843385,15.647506013561525
WideBlnrX3_new_stream0_016M,0.00019999999494757503,0.472584193944931,0.4216949105262756,0.5398600220680236,3316.9,0.1330078125,272.4,0.02109375,43.2,WideBlnrX3_new_stream0_016M_RAVEN10_abstract_20240816-0105/tensorboard_logs,999999,977500,0.0,1.9931081810362575e-05,0.05834773464766631,0.0037126638942040066,22.810572597421174,0.004380644532754559,8.971560003081336,0.0026823390721943574,5.493430419854044
WideBlnrX3_new_stream0_016M_heldout0,0.00019999999494757503,0.4596764028072357,0.40234381556510923,0.5405273497104645,3321.0,0.132568359375,271.5,0.019482421875,39.9,WideBlnrX3_new_stream0_016M_heldout0_RAVEN10_abstract_20240816-0105/tensorboard_logs,999999,977500,0.0,2.1383752775135322e-05,0.030546082103653442,0.008145241536297598,50.04442470889686,0.005851457686278499,11.983785341498367,0.003307282054817069,6.773313648265358
WideBlnrX3_new_stream0_16M,0.00019999999494757503,0.6380394756793976,0.6100020945072174,0.7359700560569763,4521.8,0.21005859375,430.2,0.480224609375,983.5,WideBlnrX3_new_stream0_16M_RAVEN10_abstract_20240705-1908/tensorboard_logs,999999,977500,0.0,5.960030672377071e-06,0.05189211964083152,0.0068971522297659816,42.37609388951899,0.009425500557736383,19.303425142244112,0.010503407768002713,21.510979108869556
WideBlnrX3_new_stream0_16M_heldout0,0.00019999999494757503,0.6435690701007843,0.6227036356925965,0.7142903625965118,4388.6,0.2177734375,446.0,0.445654296875,912.7,WideBlnrX3_new_stream0_16M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,6.235584732755406e-06,0.04701771666879675,0.005722756989201916,35.16058399211623,0.010737254233379326,21.98989666996086,0.012311940687700298,25.21485452841021
WideBlnrX3_new_stream0_48M,0.00019999999494757503,0.6387012898921967,0.6080907702445983,0.7289876222610474,4478.9,0.174267578125,356.9,0.51787109375,1060.6,WideBlnrX3_new_stream0_48M_RAVEN10_abstract_20240705-1908/tensorboard_logs,999999,977500,0.0,5.336400588258636e-06,0.04882509734614909,0.007584806817652835,46.6010252629227,0.011694876760756099,23.95110760602849,0.015770468139451554,32.29791874959678
WideBlnrX3_new_stream0_48M_heldout0,0.00019999999494757503,0.6469927489757538,0.639557683467865,0.7291341185569763,4479.8,0.157861328125,323.3,0.534130859375,1093.9,WideBlnrX3_new_stream0_48M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,5.255843258871125e-06,0.05608717604960505,0.013527029685570527,83.11010100396284,0.011262385767560733,23.065366051964382,0.019572506881194864,40.08449409268708
WideBlnrX3_new_stream16M,0.00019999999494757503,0.6379885673522949,0.6150942802429199,0.7320963501930237,4498.0,0.178173828125,364.9,0.516650390625,1058.1,WideBlnrX3_new_stream16M_RAVEN10_abstract_20240705-0023/tensorboard_logs,999999,977500,0.0,4.993843313659915e-06,0.044206718150673126,0.006684847665518265,41.07175293177653,0.012880612990309534,26.379495404153925,0.016353089120925406,33.49112651965523
WideBlnrX3_new_stream16M_heldout0,0.00019999999494757503,0.647783613204956,0.65006303191185,0.7236165344715119,4445.9,0.153759765625,314.9,0.53603515625,1097.8,WideBlnrX3_new_stream16M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,4.347844596790654e-06,0.05584815940347106,0.006010854519348091,36.93071591206675,0.010092327089799994,20.669085879910387,0.010830112858907582,22.180071135042727
WideBlnrX3_new_stream1_6M,0.00019999999494757503,0.6395384490489959,0.6171855747699737,0.7418619811534881,4558.0,0.18134765625,371.4,0.524853515625,1074.9,WideBlnrX3_new_stream1_6M_RAVEN10_abstract_20240705-1908/tensorboard_logs,999999,977500,0.0,4.742476730276549e-06,0.0439414767785074,0.00462906554148562,28.440972010268744,0.009364595644457976,19.178691879849936,0.006747984848313984,13.819872969347038
WideBlnrX3_new_stream1_6M_heldout0,0.00019999999494757503,0.6473212242126465,0.6363373875617981,0.7264485597610474,4463.3,0.158740234375,325.1,0.532373046875,1090.3,WideBlnrX3_new_stream1_6M_heldout0_RAVEN10_abstract_20240708-2054/tensorboard_logs,999999,977500,0.0,4.9110272782469975e-06,0.030211476159001063,0.012827490908583098,78.81208311194693,0.010152519388617401,20.792359707888437,0.011295268029927084,23.132708925290668
WideBlnrX3_new_stream4_8M,0.00019999999494757503,0.6389173030853271,0.6162602424621582,0.7360839784145355,4522.5,0.1744140625,357.2,0.52861328125,1082.6,WideBlnrX3_new_stream4_8M_RAVEN10_abstract_20240921-2016/tensorboard_logs,999999,977500,0.0,5.2346016338457405e-06,0.03561037987968073,0.012490611218539664,76.74235394414795,0.009360634429094405,19.170579310785342,0.013233132556381895,27.10145547547012
WideBlnrX3_new_stream4_8M_heldout0,0.00019999999494757503,0.6468006312847138,0.6375834703445434,0.7253906190395355,4456.8,0.164111328125,336.1,0.524462890625,1074.1,WideBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240709-1249/tensorboard_logs,999999,977500,0.0,5.930950020894442e-06,0.029527209857395646,0.007400302124147131,45.46744867362678,0.004725380882058398,9.6775800464556,0.014116968232603961,28.911550940372912
WideBlnrX3_new_stream4_8M_heldout0,0.00019999999494757503,0.6476462721824646,0.6370031833648682,0.7271484434604645,4467.6,0.15390625,315.2,0.53642578125,1098.6,WideBlnrX3_new_stream4_8M_heldout0_RAVEN10_abstract_20240708-2207/tensorboard_logs,999999,977500,0.0,6.020967387138523e-06,0.030035737320424142,0.007735708364083529,47.528237220975676,0.0074187333445766895,15.19356588969306,0.01151626277349683,23.585306160121508
