run_name,Loss/train,Train/Avg_Loss,Val/AnyValid,Val/AnyValid_abinit,Val/Avg_Loss,Val/C2,Val/C2_abinit,Val/C3,Val/C3_abinit,lr,full_name,step,step/epoch,Loss/train_std,Train/Avg_Loss_std,Val/AnyValid_std,Val/AnyValid_abinit_std,Val/Avg_Loss_std,Val/C2_std,Val/C2_abinit_std,Val/C3_std,Val/C3_abinit_std,lr_std
GPT2CmbEmb_base_uncond_heldout0,1.5064847111701964,1.5740049481391907,0.9118333399295807,0.439990234375,9.192906475067138,0.3750000029802322,0.136962890625,0.6250000059604645,0.13330078125,3.361111047262e-08,GPT2CmbEmb_base_RAVEN_uncond_heldout0-20240701-154321/tensorboard_logs,216099,90,0.04424475280658383,0.01755101791164994,0.0017032936230718786,0.007185691705065893,0.1259236823594675,0.004570435519261229,0.006077963004504503,0.004570439141860812,0.007053368710944157,2.6418382273194683e-08
GPT2_base_cond_heldout0,1.2433221459388732,1.2816117763519288,0.9345833420753479,0.5932833313941955,9.513285827636718,0.23609999865293502,0.27590000033378603,0.7638999998569489,0.25915000438690183,3.361111047262e-08,GPT2_base_RAVEN_cond_heldout0-20240701-225339/tensorboard_logs,216099,90,0.043741203938991016,0.01873910374407359,0.0016466241503885143,0.004757750539084362,0.12928145204255703,0.004452215600509726,0.007298399201102964,0.004452220583710331,0.009580214726778708,2.6418382273194683e-08
GPT2_base_uncond_heldout0,1.4052274823188782,1.4628806114196777,0.9099500060081482,0.4711914092302322,9.299380111694337,0.37304999828338625,0.14677734375,0.6269499897956848,0.17236328125,3.361111047262e-08,GPT2_base_RAVEN_uncond_heldout0-20240630-023945/tensorboard_logs,216099,90,0.09796231529691374,0.018374154675629386,0.0012620994658581722,0.00927750265563263,0.12483273037133866,0.004349013845133772,0.007031551401719065,0.004349011027936411,0.004206656244570338,2.6418382273194683e-08
GPT2_base_uncond_heldout0_stream0_016M,0.1766405776143074,0.2242802530527115,0.8402500092983246,0.7454500019550323,27.096981811523438,0.8853999972343445,0.17550000101327895,0.11459999904036522,0.44184999763965604,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream0_016M-20240820-023934/tensorboard_logs,1000000,977499,0.0037494322491106193,,0.0011228582550664727,0.00480099399848102,0.03294046376357107,0.0016465509549290316,0.005661763237702414,0.0016465454243103775,0.014575565205528263,5.678257378319011e-08
GPT2_base_uncond_heldout0_stream0_016M,0.1745833471417427,,0.8346666634082794,0.6960666656494141,21.74295997619629,0.8801500022411346,0.14334999918937683,0.11984999999403953,0.3756999969482422,4.878183790424373e-05,GPT2_base_RAVEN_uncond_heldout0_stream0_016M-20240819-010518/tensorboard_logs,512499,487499,0.004884605176803076,,0.0025507134761465493,0.007591093118977406,0.13956718461326972,0.007594055684910903,0.006187129963088582,0.007594040145223849,0.011484772894120109,2.0088617763747813e-08
GPT2_base_uncond_heldout0_stream0_16M,0.8362221539020538,,0.9,0.46530000269412997,10.901768207550049,0.40725000500679015,0.1442500025033951,0.5927500009536744,0.16195000112056732,5.702215239580255e-05,GPT2_base_RAVEN_uncond_heldout0_stream0_16M-20240819-032725/tensorboard_logs,429999,404999,0.023041010649632866,,0.0020801880356896675,0.006686912385898696,0.1103919501666157,0.007079901299503794,0.008628924134409228,0.007079899662511633,0.005693319221242079,9.263832435293528e-09
GPT2_base_uncond_heldout0_stream0_16M,0.43628724813461306,1.0508310794830322,0.9050833284854889,0.5189833343029022,15.796246242523193,0.39279999434947965,0.15495000034570694,0.6072000026702881,0.233550001680851,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream0_16M-20240820-024013/tensorboard_logs,1000000,977499,0.01043919668964982,,0.0010722427983067128,0.007249712776502082,0.02438213546897137,0.002299756910555196,0.00775474441119538,0.00229976943750994,0.009319782297566971,5.678257378319011e-08
GPT2_base_uncond_heldout0_stream16M,3.2142202854156494,3.2110743522644043,0.9648333370685578,0.3099500000476837,3.338735342025757,0.20685000121593475,0.1464499980211258,0.7931500017642975,0.029350000061094762,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream16M-20240820-024031/tensorboard_logs,1000000,977499,0.08147710274933848,,0.0007817400153480363,0.004479068469970221,0.0008159859837772832,0.0025171626028710056,0.007104184237559807,0.0025171604323289574,0.002877595391670138,5.678257378319011e-08
GPT2_base_uncond_heldout0_stream16M,3.212418866157532,,0.9534666657447814,0.29523333311080935,3.2803740739822387,0.21814999878406524,0.1292000010609627,0.7818499982357026,0.026050000078976156,4.9086678336607294e-05,GPT2_base_RAVEN_uncond_heldout0_stream16M-20240819-010517/tensorboard_logs,509598,484999,0.09418208680697283,,0.0027708877533112355,0.014477352369846644,0.004322813242137577,0.00839990074150279,0.013364963306666231,0.008399899499749383,0.005861598368949193,2.090456579553529e-08
GPT2_base_uncond_heldout0_stream1_6M,3.6331822872161865,,,,,,,,,9.983413328882307e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240818-012450/tensorboard_logs,1762,1753,0.04416531878708667,,,,,,,,,3.0307369485978657e-10
GPT2_base_uncond_heldout0_stream1_6M,3.1086382150650023,,0.9393500030040741,0.40361666679382324,3.4020902156829833,0.27495000064373015,0.19450000077486038,0.7250500023365021,0.06835000105202198,4.9251775635639206e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240819-010517/tensorboard_logs,507684,484999,0.10732839145176604,,0.004076016763343683,0.008000786796231691,0.012578466819363743,0.010618250749073993,0.01046422556377573,0.010618251201280808,0.005142686939453058,8.928560745506877e-09
GPT2_base_uncond_heldout0_stream1_6M,2.9348040580749513,3.115485668182373,0.9522500038146973,0.4429166615009308,3.751266026496887,0.22709999978542328,0.22884999960660934,0.77289999127388,0.10274999961256981,1.0377037638065189e-07,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240820-023925/tensorboard_logs,1000000,977499,0.07270006518425469,,0.001080836856757794,0.005245368711957846,0.0038719138267343926,0.002884829122355854,0.005788156416814252,0.0028848230387553794,0.008138557639969882,5.678257378319011e-08
GPT2_base_uncond_heldout0_stream1_6M,2.734135293960571,,0.9615666687488555,0.4492000013589859,4.132508230209351,0.2021000012755394,0.21590000092983247,0.7979000031948089,0.09475000053644181,5.7273967104265464e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240818-014017/tensorboard_logs,427499,402499,0.03932376979654227,,0.002905076596426492,0.005381037002797919,0.038309126992242294,0.006235204706564643,0.010598215252246995,0.006235205582861338,0.006604922788338122,1.6335602229809687e-08
GPT2_base_uncond_heldout0_stream1_6M,4.229979705810547,,,,,,,,,9.998364839702845e-05,GPT2_base_RAVEN_uncond_heldout0_stream1_6M-20240818-013524/tensorboard_logs,267,258,0.033913684719224416,,,,,,,,,3.0280574059869597e-10
GPT2_medium_cond_all,0.4797102928161621,0.5051343560218811,0.9598666667938233,0.6747833311557769,13.235505771636962,0.14035000205039977,0.31755000054836274,0.8596500039100647,0.3338500052690506,4.8784440842553066e-08,GPT2_medium_RAVEN_cond_all-20240702-032839/tensorboard_logs,246899,90,0.013345785016276722,0.01789100938914266,0.0009189295572987272,0.006131303038577715,0.22223575003279142,0.003837314440247,0.009636306449568928,0.003837320653451759,0.006920381197595321,2.750708652923863e-08
GPT2_medium_cond_all_stream16M,3.0599457740783693,3.1157567501068115,0.9761333346366883,0.3901999980211258,3.071870446205139,0.08484999984502792,0.21570000052452087,0.9151499927043915,0.06425000093877316,0.0,GPT2_medium_RAVEN_cond_all_stream16M-20240704-030228/tensorboard_logs,250000,227499,0.11567179847943186,,0.0011514875482782191,0.005596403995158562,0.0002429664888756672,0.002906410120127922,0.010896484045701605,0.002906417383392478,0.0046918970598246925,0.0
GPT2_medium_cond_heldout0,0.42465058267116546,0.4496337205171585,0.9311666667461396,0.630950003862381,14.461341094970702,0.2589499980211258,0.3003499925136566,0.741049998998642,0.28910000026226046,3.361111047262e-08,GPT2_medium_RAVEN_cond_heldout0-20240701-231350/tensorboard_logs,216099,90,0.009794379506452662,0.017519792634755536,0.0015515978209618107,0.0042149468314336795,0.24376478154984701,0.004037665756616634,0.007888282163519281,0.004037668257989004,0.00760043313921627,2.6418382273194683e-08
GPT2_medium_uncond_all,0.6385925114154816,0.6558067321777343,0.9320833325386048,0.5110839813947677,13.079411029815674,0.25840000361204146,0.17744140625,0.7416000008583069,0.194921875,4.8784440842553066e-08,GPT2_medium_RAVEN_uncond_all-20240702-032428/tensorboard_logs,246899,90,0.0168745650715102,0.019538158987981582,0.0017360454429066175,0.009907295001533496,0.2196337656747976,0.005076090549986154,0.005349843537289749,0.0050760899628895,0.009318087159827512,2.750708652923863e-08
GPT2_medium_uncond_all_stream16M,3.1209691047668455,3.200251340866089,0.9768333315849305,0.3678833365440369,3.1395393133163454,0.08959999978542328,0.1514499992132187,0.91039999127388,0.04350000023841858,0.0,GPT2_medium_RAVEN_uncond_all_stream16M-20240704-025623/tensorboard_logs,250000,227499,0.10189397237460221,,0.00177082475986697,0.009585887572449525,0.00028106933951374503,0.00497102681769647,0.010526290751057571,0.004971025785211143,0.0065404724445344686,0.0
GPT2_medium_uncond_heldout0,0.5263526797294616,0.5462502598762512,0.9104833424091339,0.5059244692325592,14.34271535873413,0.3761999934911728,0.178662109375,0.6237999975681305,0.188623046875,3.361111047262e-08,GPT2_medium_RAVEN_uncond_heldout0-20240701-133418/tensorboard_logs,216099,90,0.014505222560056638,0.018107529550174816,0.0012004423813027577,0.007566050720868631,0.24207939041781354,0.003293089641966093,0.008561414515241648,0.0032930950719607848,0.00985218258777682,2.6418382273194683e-08
GPT2_medium_uncond_heldout0_stream0_016M,0.1820425420999527,,0.8346000075340271,0.6592166721820831,18.311378479003906,0.8832000017166137,0.13515000119805337,0.11679999977350235,0.34069999754428865,7.402155315503479e-05,GPT2_medium_RAVEN_uncond_heldout0_stream0_016M-20240819-010618/tensorboard_logs,259999,234999,0.007064723808703905,,0.002278726106208518,0.011167642839811837,0.19657956859063724,0.0045227893565410425,0.008872710283733664,0.004522780735387409,0.013329580939893063,1.0528568951838833e-08
GPT2_medium_uncond_heldout0_stream0_016M,0.17421948164701462,0.2127833366394043,0.8233833372592926,0.7196833312511444,24.921097373962404,0.903299993276596,0.17454999834299087,0.0967000000178814,0.43379999697208405,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream0_016M-20240820-024735/tensorboard_logs,1000000,977499,0.0037749096711032007,,0.0013901178872145542,0.006327700906047528,0.018155638786281444,0.0017029264345360547,0.009867032414541453,0.0017029392195560028,0.010840250447421592,5.678257378319011e-08
GPT2_medium_uncond_heldout0_stream0_16M,0.5070459008216858,,0.9076000034809113,0.5078833341598511,12.196997356414794,0.3710000038146973,0.1864999994635582,0.6290000081062317,0.18075000047683715,7.427067685057409e-05,GPT2_medium_RAVEN_uncond_heldout0_stream0_16M-20240819-011524/tensorboard_logs,257499,232499,0.014751844292274273,,0.0023002987299157564,0.010070131751459863,0.15049437551883119,0.005990739369170471,0.005400617309989224,0.005990739921924508,0.012899722511201563,9.996215741212795e-09
GPT2_medium_uncond_heldout0_stream0_16M,0.2404019296169281,0.6250341534614563,0.9067499995231628,0.6238833248615265,21.620735931396485,0.37605000138282774,0.19089999943971633,0.6239499986171723,0.345100000500679,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream0_16M-20240820-024019/tensorboard_logs,1000000,977499,0.0068352033621694374,,0.0009237949919485704,0.0066971831964123315,0.030426838657332925,0.001847671165364379,0.006769212832859701,0.0018476657888163855,0.0060681279997055705,5.678257378319011e-08
GPT2_medium_uncond_heldout0_stream16M,3.180018424987793,3.2059836387634277,0.95753333568573,0.32871666848659514,3.307522988319397,0.21025000065565108,0.14749999940395356,0.7897500038146973,0.03519999962300062,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream16M-20240820-024718/tensorboard_logs,1000000,977499,0.07230885064988349,,0.0006421416919215897,0.004991383076260186,0.0005105636556637366,0.002044639267497941,0.009291572204674773,0.002044646353003806,0.005072803014896049,5.678257378319011e-08
GPT2_medium_uncond_heldout0_stream16M,3.2005202531814576,,0.9537166655063629,0.3501333355903625,3.265199875831604,0.2306999981403351,0.15875000059604644,0.7692999899387359,0.04050000030547381,7.402155315503479e-05,GPT2_medium_RAVEN_uncond_heldout0_stream16M-20240819-010648/tensorboard_logs,259999,234999,0.09557092054009908,,0.00406282074776991,0.012588648931859363,0.006042598012274743,0.013066496467982415,0.009880537489773328,0.013066512611124535,0.006204837206307933,1.0528568951838833e-08
GPT2_medium_uncond_heldout0_stream16M,3.218511700630188,3.2445099353790283,0.9623333215713501,0.3701666682958603,3.2880637645721436,0.210999995470047,0.14315000176429749,0.7889999747276306,0.03925000037997961,0.0,GPT2_medium_RAVEN_uncond_heldout0_stream16M-20240704-041344/tensorboard_logs,250000,227499,0.07434720584920991,,0.0,0.007898270281910322,0.0,0.0,0.01049880712080965,0.0,0.003505947393518604,0.0
GPT2_medium_uncond_heldout0_stream1_6M,2.600170302391052,2.964223623275757,0.967416650056839,0.46285000145435334,4.656226396560669,0.1736999973654747,0.2582000017166138,0.8262999951839447,0.12055000066757202,1.0377037638065189e-07,GPT2_medium_RAVEN_uncond_heldout0_stream1_6M-20240820-023917/tensorboard_logs,1000000,977499,0.08707206499337294,,0.0012379043314761815,0.008740582678404697,0.010683110123097696,0.003529242608351566,0.009455156084070156,0.0035292393244727594,0.006841255621482851,5.678257378319011e-08
GPT2_medium_uncond_heldout0_stream1_6M,3.177763819694519,,0.9417500019073486,0.3760166704654694,3.3068676710128786,0.26020000129938126,0.1718999996781349,0.7398000061511993,0.047250000014901164,7.37624170142226e-05,GPT2_medium_RAVEN_uncond_heldout0_stream1_6M-20240819-010648/tensorboard_logs,262499,237499,0.05926687384640042,,0.0029961334289786232,0.013819929441530746,0.0073150728347058346,0.010661981434830325,0.011529673920816972,0.010661982366570377,0.00821668396279206,4.2597598407745466e-09
GPT2_small_uncond_heldout0_stream0_016M,0.178639318048954,0.30587509274482727,0.8413999974727631,0.6980166673660279,26.34098720550537,0.8954999923706055,0.13000000044703483,0.10450000092387199,0.3602000027894974,1.0377037638065189e-07,GPT2_small_RAVEN_uncond_heldout0_stream0_016M-20240820-024539/tensorboard_logs,1000000,977499,0.003926657353201696,,0.0017234830050546187,0.007355798668051384,0.033303106815334355,0.002041245994638651,0.006704063580517413,0.002041240925094469,0.011394928398910967,5.678257378319011e-08
GPT2_small_uncond_heldout0_stream0_16M,1.9224974513053894,2.312938690185547,0.9109500050544739,0.4440333366394043,7.21241865158081,0.3620500028133392,0.14320000112056733,0.6379500031471252,0.1431999996304512,1.0377037638065189e-07,GPT2_small_RAVEN_uncond_heldout0_stream0_16M-20240820-024128/tensorboard_logs,1000000,977499,0.08239126920545439,,0.0005094766718165959,0.005695892506117658,0.006746964255196921,0.0010658830576265913,0.009065199225809456,0.0010658849216895459,0.007710741851775393,5.678257378319011e-08
GPT2_small_uncond_heldout0_stream16M,3.2103850841522217,3.2236239910125732,0.9504166662693023,0.35115000009536745,3.3172765731811524,0.22669999897480012,0.17169999927282334,0.7732999980449676,0.04010000005364418,1.0377037638065189e-07,GPT2_small_RAVEN_uncond_heldout0_stream16M-20240820-024127/tensorboard_logs,1000000,977499,0.12341570301625776,,0.0007081918037107278,0.008373401163013777,0.000642642558426568,0.0021883550220312565,0.010881176060306655,0.002188362663613745,0.0042544094205736495,5.678257378319011e-08
GPT2_small_uncond_heldout0_stream1_6M,3.0233327865600588,3.123016834259033,0.9376833319664002,0.4343833357095718,3.5755621433258056,0.26679999828338624,0.21684999912977218,0.7332000076770783,0.08729999959468841,1.0377037638065189e-07,GPT2_small_RAVEN_uncond_heldout0_stream1_6M-20240818-013943/tensorboard_logs,1000000,977499,0.05114283030512941,,0.0009143909914572096,0.006993402305996118,0.0009992404666416717,0.003743143579746537,0.008273282882484388,0.003743142341284987,0.0059591201796206986,5.678257378319011e-08
GPT2_small_uncond_heldout0_stream1_6M,3.101945996284485,3.2077813148498535,0.9371000051498413,0.40526666343212125,3.377559280395508,0.28420000076293944,0.2012000009417534,0.7157999873161316,0.06600000075995922,1.0377037638065189e-07,GPT2_small_RAVEN_uncond_heldout0_stream1_6M-20240820-024123/tensorboard_logs,1000000,977499,0.09626685512138072,,0.0009564645173431999,0.00850570179686582,0.00047339257794837893,0.002679136261446338,0.008954202484840216,0.002679137126660602,0.005206832659057775,5.678257378319011e-08
